subj	block	trial	run_index	voc_chan	gap_len	attn	hit	miss	fals	crej	frsp	slot	attn_lett	mask_lett	targ	foil	press	onset	press_time	reax_time
01	0	0	159	10	long	switch	False	False	False	True	False	0	P	O	False	True	False	0.0		
01	0	0	159	10	long	switch	False	False	False	True	False	1	D	V	False	False	False	0.5		
01	0	0	159	10	long	switch	False	False	False	True	False	2	E	D	False	False	False	1.6		
01	0	0	159	10	long	switch	False	False	False	True	False	3	V	O	False	True	False	2.1		
01	0	1	67	10	long	maint.	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	0	1	67	10	long	maint.	False	False	True	False	True	1	P	O	False	True	True	0.5	0.943204718604	0.443204718604
01	0	1	67	10	long	maint.	True	False	False	False	False	2	O	G	True	False	True	1.6	2.14325387073	0.54325387073
01	0	1	67	10	long	maint.	False	False	False	True	False	3	E	D	False	False	False	2.1		
01	0	2	68	10	long	maint.	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	0	2	68	10	long	maint.	False	False	False	True	False	1	V	O	False	True	False	0.5		
01	0	2	68	10	long	maint.	True	False	False	False	False	2	O	D	True	False	True	1.6	2.03917424429	0.439174244286
01	0	2	68	10	long	maint.	False	False	False	True	False	3	G	P	False	False	False	2.1		
01	0	3	80	10	short	switch	True	False	False	False	False	0	O	D	True	False	True	0.0	0.728000327681	0.728000327681
01	0	3	80	10	short	switch	False	False	False	True	False	1	E	P	False	False	False	0.5		
01	0	3	80	10	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	1.82745146228	0.627451462276
01	0	3	80	10	short	switch	False	False	False	True	False	3	P	V	False	False	False	1.7		
01	0	4	81	10	short	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.596968952241	0.596968952241
01	0	4	81	10	short	switch	False	False	False	True	False	1	D	V	False	False	False	0.5		
01	0	4	81	10	short	switch	False	False	False	True	False	2	E	P	False	False	False	1.2		
01	0	4	81	10	short	switch	True	False	False	False	False	3	O	D	True	False	True	1.7	2.09320062259	0.393200622594
01	0	5	102	10	long	switch	False	False	False	True	False	0	D	V	False	False	False	0.0		
01	0	5	102	10	long	switch	True	False	False	False	False	1	O	E	True	False	True	0.5	0.896837879905	0.396837879905
01	0	5	102	10	long	switch	False	False	True	False	False	2	V	G	False	False	True	1.6	2.14517899566	0.545178995658
01	0	5	102	10	long	switch	False	True	False	False	False	3	O	D	True	False	False	2.1		
01	0	6	22	10	long	maint.	False	False	False	True	False	0	E	D	False	False	False	0.0		
01	0	6	22	10	long	maint.	True	False	False	False	False	1	O	P	True	False	True	0.5	0.916334889817	0.416334889817
01	0	6	22	10	long	maint.	False	False	False	True	False	2	V	G	False	False	False	1.6		
01	0	6	22	10	long	maint.	False	False	False	True	False	3	G	O	False	True	False	2.1		
01	0	7	16	10	short	maint.	True	False	False	False	False	0	O	E	True	False	True	0.0	0.558138772835	0.558138772835
01	0	7	16	10	short	maint.	False	False	False	True	False	1	P	D	False	False	False	0.5		
01	0	7	16	10	short	maint.	True	False	False	False	False	2	O	V	True	False	True	1.2	2.19244695666	0.992446956664
01	0	7	16	10	short	maint.	False	False	False	True	False	3	E	P	False	False	False	1.7		
01	0	8	39	20	long	maint.	False	False	False	True	False	0	V	O	False	True	False	0.0		
01	0	8	39	20	long	maint.	False	False	False	True	False	1	D	G	False	False	False	0.5		
01	0	8	39	20	long	maint.	False	False	True	False	True	2	G	O	False	True	True	1.6	1.77616941099	0.176169410994
01	0	8	39	20	long	maint.	False	False	False	True	False	3	E	D	False	False	False	2.1		
01	0	9	16	20	short	maint.	True	False	False	False	False	0	O	E	True	False	True	0.0	0.545482100434	0.545482100434
01	0	9	16	20	short	maint.	False	False	False	True	False	1	P	D	False	False	False	0.5		
01	0	9	16	20	short	maint.	True	False	False	False	False	2	O	V	True	False	True	1.2	1.93415253543	0.73415253543
01	0	9	16	20	short	maint.	False	False	False	True	False	3	E	P	False	False	False	1.7		
01	0	10	67	20	long	maint.	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	0	10	67	20	long	maint.	False	False	True	False	True	1	P	O	False	True	True	0.5	0.883034324568	0.383034324568
01	0	10	67	20	long	maint.	True	False	False	False	False	2	O	G	True	False	True	1.6	2.11171458999	0.511714589989
01	0	10	67	20	long	maint.	False	False	False	True	False	3	E	D	False	False	False	2.1		
01	0	11	151	20	long	switch	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	0	11	151	20	long	switch	False	False	True	False	True	1	D	O	False	True	True	0.5	0.957868436143	0.457868436143
01	0	11	151	20	long	switch	True	False	False	False	False	2	O	D	True	False	True	1.6	2.08947325305	0.489473253052
01	0	11	151	20	long	switch	False	False	False	True	False	3	P	G	False	False	False	2.1		
01	0	12	46	10	short	maint.	False	False	False	True	False	0	P	D	False	False	False	0.0		
01	0	12	46	10	short	maint.	True	False	False	False	False	1	O	E	True	False	True	0.5	0.940706152208	0.440706152208
01	0	12	46	10	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	0	12	46	10	short	maint.	False	False	True	False	False	3	D	G	False	False	True	1.7	2.34391742443	0.643917424429
01	0	13	151	10	long	switch	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	0	13	151	10	long	switch	False	False	True	False	True	1	D	O	False	True	True	0.5	0.927762759073	0.427762759073
01	0	13	151	10	long	switch	True	False	False	False	False	2	O	D	True	False	True	1.6	2.18273941181	0.582739411813
01	0	13	151	10	long	switch	False	False	False	True	False	3	P	G	False	False	False	2.1		
01	0	14	93	10	short	switch	True	False	False	False	False	0	O	E	True	False	True	0.0	0.512017694765	0.512017694765
01	0	14	93	10	short	switch	False	False	False	True	False	1	P	D	False	False	False	0.5		
01	0	14	93	10	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	1.77920045875	0.579200458753
01	0	14	93	10	short	switch	False	False	False	True	False	3	G	V	False	False	False	1.7		
01	0	15	39	10	long	maint.	False	False	False	True	False	0	V	O	False	True	False	0.0		
01	0	15	39	10	long	maint.	False	False	False	True	False	1	D	G	False	False	False	0.5		
01	0	15	39	10	long	maint.	False	False	False	True	False	2	G	O	False	True	False	1.6		
01	0	15	39	10	long	maint.	False	False	False	True	False	3	E	D	False	False	False	2.1		
01	0	16	68	20	long	maint.	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	0	16	68	20	long	maint.	False	False	False	True	False	1	V	O	False	True	False	0.5		
01	0	16	68	20	long	maint.	True	False	False	False	False	2	O	D	True	False	True	1.6	2.15136397149	0.551363971492
01	0	16	68	20	long	maint.	False	False	False	True	False	3	G	P	False	False	False	2.1		
01	0	17	31	20	long	maint.	True	False	False	False	False	0	O	G	True	False	True	0.0	0.774039485541	0.774039485541
01	0	17	31	20	long	maint.	False	False	False	True	False	1	G	P	False	False	False	0.5		
01	0	17	31	20	long	maint.	True	False	False	False	False	2	O	E	True	False	True	1.6	1.75298599164	0.152985991644
01	0	17	31	20	long	maint.	False	False	False	True	False	3	V	D	False	False	False	2.1		
01	0	18	81	20	short	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.594879986893	0.594879986893
01	0	18	81	20	short	switch	False	False	False	True	False	1	D	V	False	False	False	0.5		
01	0	18	81	20	short	switch	False	False	False	True	False	2	E	P	False	False	False	1.2		
01	0	18	81	20	short	switch	True	False	False	False	False	3	O	D	True	False	True	1.7	2.18445973622	0.484459736217
01	0	19	102	20	long	switch	False	False	False	True	False	0	D	V	False	False	False	0.0		
01	0	19	102	20	long	switch	True	False	False	False	False	1	O	E	True	False	True	0.5	0.931572048824	0.431572048824
01	0	19	102	20	long	switch	False	False	True	False	False	2	V	G	False	False	True	1.6	2.16127631687	0.561276316867
01	0	19	102	20	long	switch	False	True	False	False	False	3	O	D	True	False	False	2.1		
01	0	20	140	20	long	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.587548128123	0.587548128123
01	0	20	140	20	long	switch	False	False	False	True	False	1	V	D	False	False	False	0.5		
01	0	20	140	20	long	switch	False	False	False	True	False	2	D	O	False	True	False	1.6		
01	0	20	140	20	long	switch	False	False	False	True	False	3	G	E	False	False	False	2.1		
01	0	21	124	20	short	switch	False	False	False	True	False	0	V	E	False	False	False	0.0		
01	0	21	124	20	short	switch	True	False	False	False	False	1	O	P	True	False	True	0.5	0.94578520521	0.44578520521
01	0	21	124	20	short	switch	True	False	False	False	False	2	O	D	True	False	True	1.2	2.19924633407	0.999246334071
01	0	21	124	20	short	switch	False	False	False	True	False	3	E	G	False	False	False	1.7		
01	0	22	22	20	long	maint.	False	False	False	True	False	0	E	D	False	False	False	0.0		
01	0	22	22	20	long	maint.	True	False	False	False	False	1	O	P	True	False	True	0.5	0.979495371508	0.479495371508
01	0	22	22	20	long	maint.	False	False	True	False	False	2	V	G	False	False	True	1.6	2.10344064881	0.503440648808
01	0	22	22	20	long	maint.	False	False	False	True	False	3	G	O	False	True	False	2.1		
01	0	23	93	20	short	switch	True	False	False	False	False	0	O	E	True	False	True	0.0	0.639936102236	0.639936102236
01	0	23	93	20	short	switch	False	False	False	True	False	1	P	D	False	False	False	0.5		
01	0	23	93	20	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	1.77760301466	0.577603014664
01	0	23	93	20	short	switch	False	False	False	True	False	3	G	V	False	False	False	1.7		
01	0	24	80	20	short	switch	True	False	False	False	False	0	O	D	True	False	True	0.0	0.501286147293	0.501286147293
01	0	24	80	20	short	switch	False	False	False	True	False	1	E	P	False	False	False	0.5		
01	0	24	80	20	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	1.87250757762	0.672507577619
01	0	24	80	20	short	switch	False	False	False	True	False	3	P	V	False	False	False	1.7		
01	0	25	140	10	long	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.533849430655	0.533849430655
01	0	25	140	10	long	switch	False	False	False	True	False	1	V	D	False	False	False	0.5		
01	0	25	140	10	long	switch	False	False	False	True	False	2	D	O	False	True	False	1.6		
01	0	25	140	10	long	switch	False	False	False	True	False	3	G	E	False	False	False	2.1		
01	0	26	124	10	short	switch	False	False	False	True	False	0	V	E	False	False	False	0.0		
01	0	26	124	10	short	switch	True	False	False	False	False	1	O	P	True	False	True	0.5	0.944556402064	0.444556402064
01	0	26	124	10	short	switch	True	False	False	False	False	2	O	D	True	False	True	1.2	2.10294912755	0.90294912755
01	0	26	124	10	short	switch	False	False	False	True	False	3	E	G	False	False	False	1.7		
01	0	27	49	10	short	maint.	False	False	False	True	False	0	V	P	False	False	False	0.0		
01	0	27	49	10	short	maint.	False	False	False	True	False	1	P	O	False	True	False	0.5		
01	0	27	49	10	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	0	27	49	10	short	maint.	False	False	True	False	False	3	E	D	False	False	True	1.7	2.40552142213	0.705521422135
01	0	28	46	20	short	maint.	False	False	False	True	False	0	P	D	False	False	False	0.0		
01	0	28	46	20	short	maint.	True	False	False	False	False	1	O	E	True	False	True	0.5	0.985516506922	0.485516506922
01	0	28	46	20	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	0	28	46	20	short	maint.	False	False	True	False	False	3	D	G	False	False	True	1.7	2.46552797575	0.765527975752
01	0	29	31	10	long	maint.	True	False	False	False	False	0	O	G	True	False	True	0.0	0.647308921111	0.647308921111
01	0	29	31	10	long	maint.	False	False	False	True	False	1	G	P	False	False	False	0.5		
01	0	29	31	10	long	maint.	True	False	False	False	False	2	O	E	True	False	True	1.6	1.73750307201	0.137503072008
01	0	29	31	10	long	maint.	False	False	False	True	False	3	V	D	False	False	False	2.1		
01	0	30	159	20	long	switch	False	False	False	True	False	0	P	O	False	True	False	0.0		
01	0	30	159	20	long	switch	False	False	False	True	False	1	D	V	False	False	False	0.5		
01	0	30	159	20	long	switch	False	False	False	True	False	2	E	D	False	False	False	1.6		
01	0	30	159	20	long	switch	False	False	False	True	False	3	V	O	False	True	False	2.1		
01	0	31	49	20	short	maint.	False	False	False	True	False	0	V	P	False	False	False	0.0		
01	0	31	49	20	short	maint.	False	False	False	True	False	1	P	O	False	True	False	0.5		
01	0	31	49	20	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	0	31	49	20	short	maint.	False	False	False	True	False	3	E	D	False	False	False	1.7		
01	1	0	130	10	short	switch	False	False	False	True	False	0	D	O	False	True	False	0.0		
01	1	0	130	10	short	switch	False	False	False	True	False	1	V	G	False	False	False	0.5		
01	1	0	130	10	short	switch	True	False	False	False	False	2	O	V	True	False	True	1.2	2.11564676006	0.915646760056
01	1	0	130	10	short	switch	False	False	False	True	False	3	G	E	False	False	False	1.7		
01	1	1	43	10	short	maint.	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	1	1	43	10	short	maint.	True	False	False	False	False	1	O	E	True	False	True	0.5	1.03327598919	0.533275989187
01	1	1	43	10	short	maint.	False	False	False	True	False	2	V	O	False	True	False	1.2		
01	1	1	43	10	short	maint.	False	False	False	True	False	3	P	D	False	False	False	1.7		
01	1	2	4	10	short	maint.	False	False	False	True	False	0	E	G	False	False	False	0.0		
01	1	2	4	10	short	maint.	True	False	False	False	False	1	O	D	True	False	True	0.5	1.10720897845	0.607208978455
01	1	2	4	10	short	maint.	False	False	False	True	False	2	P	E	False	False	False	1.2		
01	1	2	4	10	short	maint.	False	False	False	True	False	3	D	O	False	True	False	1.7		
01	1	3	111	20	long	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.729925452609	0.729925452609
01	1	3	111	20	long	switch	False	False	False	True	False	1	G	E	False	False	False	0.5		
01	1	3	111	20	long	switch	True	False	False	False	False	2	O	D	True	False	True	1.6	1.75163430818	0.151634308184
01	1	3	111	20	long	switch	False	False	False	True	False	3	D	P	False	False	False	2.1		
01	1	4	33	10	long	maint.	True	False	False	False	False	0	O	V	True	False	True	0.0	0.782641107561	0.782641107561
01	1	4	33	10	long	maint.	False	False	False	True	False	1	D	P	False	False	False	0.5		
01	1	4	33	10	long	maint.	True	False	False	False	False	2	O	D	True	False	True	1.6	1.7626935365	0.162693536495
01	1	4	33	10	long	maint.	False	False	False	True	False	3	V	G	False	False	False	2.1		
01	1	5	10	10	short	maint.	True	False	False	False	False	0	O	G	True	False	True	0.0	0.671762103711	0.671762103711
01	1	5	10	10	short	maint.	False	False	False	True	False	1	G	D	False	False	False	0.5		
01	1	5	10	10	short	maint.	True	False	False	False	False	2	O	V	True	False	True	1.2	2.11896452855	0.918964528549
01	1	5	10	10	short	maint.	False	False	False	True	False	3	V	P	False	False	False	1.7		
01	1	6	82	10	short	switch	False	False	False	True	False	0	V	D	False	False	False	0.0		
01	1	6	82	10	short	switch	True	False	False	False	False	1	O	G	True	False	True	0.5	0.945416564266	0.445416564266
01	1	6	82	10	short	switch	False	False	False	True	False	2	D	E	False	False	False	1.2		
01	1	6	82	10	short	switch	False	False	False	True	False	3	G	O	False	True	False	1.7		
01	1	7	143	20	long	switch	False	False	False	True	False	0	P	D	False	False	False	0.0		
01	1	7	143	20	long	switch	True	False	False	False	False	1	O	G	True	False	True	0.5	0.954509707545	0.454509707545
01	1	7	143	20	long	switch	False	False	False	True	False	2	V	P	False	False	False	1.6		
01	1	7	143	20	long	switch	False	False	False	True	False	3	D	O	False	True	False	2.1		
01	1	8	43	20	short	maint.	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	1	8	43	20	short	maint.	True	False	False	False	False	1	O	E	True	False	True	0.5	0.94140247399	0.44140247399
01	1	8	43	20	short	maint.	False	False	False	True	False	2	V	O	False	True	False	1.2		
01	1	8	43	20	short	maint.	False	False	False	True	False	3	P	D	False	False	False	1.7		
01	1	9	147	20	long	switch	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	1	9	147	20	long	switch	False	False	True	False	True	1	E	O	False	True	True	0.5	0.936733022037	0.436733022037
01	1	9	147	20	long	switch	True	False	False	False	False	2	O	E	True	False	True	1.6	2.24569509298	0.645695092979
01	1	9	147	20	long	switch	False	False	False	True	False	3	D	P	False	False	False	2.1		
01	1	10	82	20	short	switch	False	False	False	True	False	0	V	D	False	False	False	0.0		
01	1	10	82	20	short	switch	True	False	False	False	False	1	O	G	True	False	True	0.5	0.890734824281	0.390734824281
01	1	10	82	20	short	switch	False	False	False	True	False	2	D	E	False	False	False	1.2		
01	1	10	82	20	short	switch	False	False	False	True	False	3	G	O	False	True	False	1.7		
01	1	11	33	20	long	maint.	True	False	False	False	False	0	O	V	True	False	True	0.0	0.631047759482	0.631047759482
01	1	11	33	20	long	maint.	False	False	False	True	False	1	D	P	False	False	False	0.5		
01	1	11	33	20	long	maint.	True	False	False	False	False	2	O	D	True	False	True	1.6	1.72410911772	0.124109117719
01	1	11	33	20	long	maint.	False	False	False	True	False	3	V	G	False	False	False	2.1		
01	1	12	76	20	long	maint.	True	False	False	False	False	0	O	P	True	False	True	0.0	0.599754239371	0.599754239371
01	1	12	76	20	long	maint.	False	False	False	True	False	1	P	G	False	False	False	0.5		
01	1	12	76	20	long	maint.	True	False	False	False	False	2	O	V	True	False	True	1.6	2.31061685918	0.710616859179
01	1	12	76	20	long	maint.	False	False	False	True	False	3	G	E	False	False	False	2.1		
01	1	13	48	20	short	maint.	False	False	False	True	False	0	G	O	False	True	False	0.0		
01	1	13	48	20	short	maint.	False	False	False	True	False	1	E	G	False	False	False	0.5		
01	1	13	48	20	short	maint.	False	True	False	False	False	2	O	D	True	False	False	1.2		
01	1	13	48	20	short	maint.	False	False	True	False	False	3	D	P	False	False	True	1.7	2.22333087573	0.523330875727
01	1	14	130	20	short	switch	False	False	False	True	False	0	D	O	False	True	False	0.0		
01	1	14	130	20	short	switch	False	False	False	True	False	1	V	G	False	False	False	0.5		
01	1	14	130	20	short	switch	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	1	14	130	20	short	switch	False	False	False	True	False	3	G	E	False	False	False	1.7		
01	1	15	118	20	long	switch	False	False	False	True	False	0	P	O	False	True	False	0.0		
01	1	15	118	20	long	switch	False	False	False	True	False	1	G	D	False	False	False	0.5		
01	1	15	118	20	long	switch	False	False	True	False	False	2	E	V	False	False	True	1.6	2.09848447612	0.49848447612
01	1	15	118	20	long	switch	False	True	False	False	False	3	O	E	True	False	False	2.1		
01	1	16	90	20	short	switch	False	False	False	True	False	0	G	O	False	True	False	0.0		
01	1	16	90	20	short	switch	False	False	False	True	False	1	E	P	False	False	False	0.5		
01	1	16	90	20	short	switch	True	False	False	False	False	2	O	V	True	False	True	1.2	1.67872532154	0.478725321537
01	1	16	90	20	short	switch	False	False	False	True	False	3	V	D	False	False	False	1.7		
01	1	17	10	20	short	maint.	True	False	False	False	False	0	O	G	True	False	True	0.0	0.596149750143	0.596149750143
01	1	17	10	20	short	maint.	False	False	False	True	False	1	G	D	False	False	False	0.5		
01	1	17	10	20	short	maint.	True	False	False	False	False	2	O	V	True	False	True	1.2	2.19588760547	0.995887605472
01	1	17	10	20	short	maint.	False	False	False	True	False	3	V	P	False	False	False	1.7		
01	1	18	111	10	long	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.746473334972	0.746473334972
01	1	18	111	10	long	switch	False	False	False	True	False	1	G	E	False	False	False	0.5		
01	1	18	111	10	long	switch	False	True	False	False	False	2	O	D	True	False	False	1.6		
01	1	18	111	10	long	switch	False	False	False	True	False	3	D	P	False	False	False	2.1		
01	1	19	90	10	short	switch	False	False	False	True	False	0	G	O	False	True	False	0.0		
01	1	19	90	10	short	switch	False	False	False	True	False	1	E	P	False	False	False	0.5		
01	1	19	90	10	short	switch	True	False	False	False	False	2	O	V	True	False	True	1.2	1.60905218317	0.409052183174
01	1	19	90	10	short	switch	False	False	False	True	False	3	V	D	False	False	False	1.7		
01	1	20	48	10	short	maint.	False	False	False	True	False	0	G	O	False	True	False	0.0		
01	1	20	48	10	short	maint.	False	False	False	True	False	1	E	G	False	False	False	0.5		
01	1	20	48	10	short	maint.	False	True	False	False	False	2	O	D	True	False	False	1.2		
01	1	20	48	10	short	maint.	False	False	False	True	False	3	D	P	False	False	False	1.7		
01	1	21	143	10	long	switch	False	False	False	True	False	0	P	D	False	False	False	0.0		
01	1	21	143	10	long	switch	True	False	False	False	False	1	O	G	True	False	True	0.5	0.979454411403	0.479454411403
01	1	21	143	10	long	switch	False	False	False	True	False	2	V	P	False	False	False	1.6		
01	1	21	143	10	long	switch	False	False	True	False	True	3	D	O	False	True	True	2.1	2.5578520521	0.457852052101
01	1	22	54	10	short	maint.	False	False	False	True	False	0	D	O	False	True	False	0.0		
01	1	22	54	10	short	maint.	False	False	False	True	False	1	P	E	False	False	False	0.5		
01	1	22	54	10	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	1	22	54	10	short	maint.	False	False	True	False	False	3	E	G	False	False	True	1.7	2.33003194888	0.630031948882
01	1	23	34	10	long	maint.	False	False	True	False	False	0	P	O	False	True	True	0.0	1.68110100762	1.68110100762
01	1	23	34	10	long	maint.	False	False	False	True	False	1	G	V	False	False	False	0.5		
01	1	23	34	10	long	maint.	False	True	False	False	False	2	O	P	True	False	False	1.6		
01	1	23	34	10	long	maint.	False	False	False	True	False	3	V	G	False	False	False	2.1		
01	1	24	34	20	long	maint.	False	False	True	False	False	0	P	O	False	True	True	0.0	1.69928729418	1.69928729418
01	1	24	34	20	long	maint.	False	False	False	True	False	1	G	V	False	False	False	0.5		
01	1	24	34	20	long	maint.	False	True	False	False	False	2	O	P	True	False	False	1.6		
01	1	24	34	20	long	maint.	False	False	False	True	False	3	V	G	False	False	False	2.1		
01	1	25	54	20	short	maint.	False	False	False	True	False	0	D	O	False	True	False	0.0		
01	1	25	54	20	short	maint.	False	False	False	True	False	1	P	E	False	False	False	0.5		
01	1	25	54	20	short	maint.	False	True	False	False	False	2	O	V	True	False	False	1.2		
01	1	25	54	20	short	maint.	False	False	True	False	False	3	E	G	False	False	True	1.7	2.39958220693	0.69958220693
01	1	26	76	10	long	maint.	True	False	False	False	False	0	O	P	True	False	True	0.0	0.602334725977	0.602334725977
01	1	26	76	10	long	maint.	False	False	False	True	False	1	P	G	False	False	False	0.5		
01	1	26	76	10	long	maint.	True	False	False	False	False	2	O	V	True	False	True	1.6	2.06735479643	0.467354796428
01	1	26	76	10	long	maint.	False	False	False	True	False	3	G	E	False	False	False	2.1		
01	1	27	147	10	long	switch	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	1	27	147	10	long	switch	False	False	False	True	False	1	E	O	False	True	False	0.5		
01	1	27	147	10	long	switch	True	False	False	False	False	2	O	E	True	False	True	1.6	2.59967231916	0.999672319161
01	1	27	147	10	long	switch	False	False	False	True	False	3	D	P	False	False	False	2.1		
01	1	28	118	10	long	switch	False	False	False	True	False	0	P	O	False	True	False	0.0		
01	1	28	118	10	long	switch	False	False	False	True	False	1	G	D	False	False	False	0.5		
01	1	28	118	10	long	switch	False	False	False	True	False	2	E	V	False	False	False	1.6		
01	1	28	118	10	long	switch	True	False	False	False	False	3	O	E	True	False	True	2.1	2.27420332596	0.174203325961
01	1	29	134	10	short	switch	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	1	29	134	10	short	switch	False	False	False	True	False	1	V	O	False	True	False	0.5		
01	1	29	134	10	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	2.11355779471	0.913557794708
01	1	29	134	10	short	switch	False	False	False	True	False	3	G	D	False	False	False	1.7		
01	1	30	134	20	short	switch	False	False	False	True	False	0	E	V	False	False	False	0.0		
01	1	30	134	20	short	switch	False	False	False	True	False	1	V	O	False	True	False	0.5		
01	1	30	134	20	short	switch	True	False	False	False	False	2	O	G	True	False	True	1.2	2.11290243303	0.91290243303
01	1	30	134	20	short	switch	False	False	False	True	False	3	G	D	False	False	False	1.7		
01	1	31	4	20	short	maint.	False	False	False	True	False	0	E	G	False	False	False	0.0		
01	1	31	4	20	short	maint.	True	False	False	False	False	1	O	D	True	False	True	0.5	0.898763004833	0.398763004833
01	1	31	4	20	short	maint.	False	False	False	True	False	2	P	E	False	False	False	1.2		
01	1	31	4	20	short	maint.	False	False	False	True	False	3	D	O	False	True	False	1.7		
01	2	0	114	20	long	switch	False	False	False	True	False	0	D	O	False	True	False	0.0		
01	2	0	114	20	long	switch	False	False	False	True	False	1	V	P	False	False	False	0.5		
01	2	0	114	20	long	switch	True	False	False	False	False	2	O	G	True	False	True	1.6	1.74315556648	0.143155566478
01	2	0	114	20	long	switch	False	False	False	True	False	3	G	D	False	False	False	2.1		
01	2	1	129	20	short	switch	True	False	False	False	False	0	O	G	True	False	True	0.0	0.540935528795	0.540935528795
01	2	1	129	20	short	switch	False	False	False	True	False	1	E	P	False	False	False	0.5		
01	2	1	129	20	short	switch	True	False	False	False	False	2	O	E	True	False	True	1.2	2.11236995167	0.912369951667
01	2	1	129	20	short	switch	False	False	False	True	False	3	P	V	False	False	False	1.7		
01	2	2	127	20	short	switch	False	False	False	True	False	0	P	V	False	False	False	0.0		
01	2	2	127	20	short	switch	False	False	False	True	False	1	G	O	False	True	False	0.5		
01	2	2	127	20	short	switch	True	False	False	False	False	2	O	P	True	False	True	1.2	2.03548783485	0.835487834849
01	2	2	127	20	short	switch	False	False	False	True	False	3	D	G	False	False	False	1.7		
01	2	3	71	20	long	maint.	False	False	False	True	False	0	D	V	False	False	False	0.0		
01	2	3	71	20	long	maint.	False	False	True	False	True	1	V	O	False	True	True	0.5	0.931490128615	0.431490128615
01	2	3	71	20	long	maint.	True	False	False	False	False	2	O	G	True	False	True	1.6	2.12048005243	0.520480052429
01	2	3	71	20	long	maint.	False	False	False	True	False	3	G	E	False	False	False	2.1		
01	2	4	42	20	short	maint.	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	2	4	42	20	short	maint.	True	False	False	False	False	1	O	P	True	False	True	0.5	0.981912017695	0.481912017695
01	2	4	42	20	short	maint.	False	False	False	True	False	2	P	O	False	True	False	1.2		
01	2	4	42	20	short	maint.	False	False	False	True	False	3	D	G	False	False	False	1.7		
01	2	5	77	20	long	maint.	True	False	False	False	False	0	O	E	True	False	True	0.0	0.488752355206	0.488752355206
01	2	5	77	20	long	maint.	False	False	False	True	False	1	D	V	False	False	False	0.5		
01	2	5	77	20	long	maint.	False	False	False	True	False	2	P	G	False	False	False	1.6		
01	2	5	77	20	long	maint.	True	False	False	False	False	3	O	D	True	False	True	2.1	2.53991152617	0.439911526174
01	2	6	99	20	short	switch	False	False	False	True	False	0	G	O	False	True	False	0.0		
01	2	6	99	20	short	switch	False	False	False	True	False	1	P	D	False	False	False	0.5		
01	2	6	99	20	short	switch	False	False	False	True	False	2	D	E	False	False	False	1.2		
01	2	6	99	20	short	switch	False	False	True	False	True	3	E	O	False	True	True	1.7	2.10962562464	0.409625624642
01	2	7	105	20	long	switch	False	False	False	True	False	0	G	V	False	False	False	0.0		
01	2	7	105	20	long	switch	True	False	False	False	False	1	O	D	True	False	True	0.5	0.942549356926	0.442549356926
01	2	7	105	20	long	switch	False	False	False	True	False	2	V	G	False	False	False	1.6		
01	2	7	105	20	long	switch	True	False	False	False	False	3	O	E	True	False	True	2.1	2.26080937167	0.160809371672
01	2	8	95	20	short	switch	True	False	False	False	False	0	O	V	True	False	True	0.0	0.722634553944	0.722634553944
01	2	8	95	20	short	switch	False	False	False	True	False	1	G	E	False	False	False	0.5		
01	2	8	95	20	short	switch	True	False	False	False	False	2	O	D	True	False	True	1.2	1.76125993283	0.561259932825
01	2	8	95	20	short	switch	False	False	False	True	False	3	V	P	False	False	False	1.7		
01	2	9	29	20	long	maint.	False	True	False	False	False	0	O	V	True	False	False	0.0		
01	2	9	29	20	long	maint.	False	False	False	True	False	1	V	P	False	False	False	0.5		
01	2	9	29	20	long	maint.	False	True	False	False	False	2	O	G	True	False	False	1.6		
01	2	9	29	20	long	maint.	False	False	False	True	False	3	P	D	False	False	False	2.1		
