subj	block	trial	run_index	voc_chan	gap_len	attn	hits	misses	false_alarms	corr_rej	press_times	targ_letters	mask_letters
6	4	4	106	10	long	switch	1	0	1	2	[0.901384451544196, 2.1052428934218073]	['D' 'O' 'E' 'P']	['E' 'P' 'D' 'O']
6	4	5	28	10	long	maint	1	0	0	3	[1.7267715245351027]	['E' 'G' 'O' 'D']	['O' 'E' 'G' 'P']
6	4	6	158	20	long	switch	2	0	0	2	[0.5878348488572132, 2.5806258704022285]	['O' 'G' 'E' 'O']	['G' 'V' 'D' 'P']
6	4	7	110	20	long	switch	1	0	0	3	[1.954386827230278]	['V' 'D' 'O' 'E']	['O' 'V' 'E' 'D']
6	4	8	119	20	long	switch	0	0	1	3	[2.2847710330138447]	['D' 'G' 'V' 'P']	['O' 'P' 'O' 'E']
6	4	9	119	10	long	switch	0	0	1	3	[2.000098304251659]	['D' 'G' 'V' 'P']	['O' 'P' 'O' 'E']
6	4	10	137	20	short	switch	1	0	0	3	[2.9281723601212417]	['D' 'P' 'E' 'O']	['O' 'D' 'P' 'E']
6	4	11	94	20	short	switch	1	0	0	3	[1.8477676742852465]	['P' 'E' 'O' 'V']	['O' 'D' 'E' 'P']
6	4	12	62	20	long	maint	2	0	0	2	[1.0714508069140658, 2.1916687146719096]	['G' 'O' 'O' 'D']	['D' 'E' 'G' 'P']
6	4	13	137	10	short	switch	1	0	0	3	[2.374309822233145]	['D' 'P' 'E' 'O']	['O' 'D' 'P' 'E']
6	4	14	156	10	long	switch	0	1	1	3	[1.0799705087245024]	['P' 'E' 'O' 'D']	['O' 'D' 'P' 'G']
6	4	15	144	10	long	switch	2	0	0	2	[1.0802162693536497, 2.921332022609978]	['D' 'O' 'P' 'O']	['G' 'E' 'V' 'D']
6	4	16	6	10	short	maint	0	1	2	2	[1.5737855328909642, 2.0504382731219795]	['G' 'O' 'V' 'E']	['V' 'G' 'P' 'O']
6	4	17	15	10	short	maint	1	0	0	3	[1.8340050790530023]	['E' 'G' 'O' 'D']	['O' 'V' 'D' 'E']
6	4	18	158	10	long	switch	2	0	0	2	[0.809879577291718, 2.732301138690915]	['O' 'G' 'E' 'O']	['G' 'V' 'D' 'P']
6	4	19	79	10	long	maint	0	0	1	3	[1.8236831326288194]	['E' 'D' 'P' 'G']	['D' 'O' 'O' 'E']
6	4	20	62	10	long	maint	2	0	0	2	[0.9958794134512985, 2.273752764807078]	['G' 'O' 'O' 'D']	['D' 'E' 'G' 'P']
6	4	21	156	20	long	switch	1	0	0	3	[2.1056934545752437]	['P' 'E' 'O' 'D']	['O' 'D' 'P' 'G']
6	4	22	79	20	long	maint	0	0	1	3	[0.8933153108871958]	['E' 'D' 'P' 'G']	['D' 'O' 'O' 'E']
6	4	23	106	20	long	switch	1	0	0	3	[0.9349717375276483]	['D' 'O' 'E' 'P']	['E' 'P' 'D' 'O']
6	4	24	15	20	short	maint	1	0	0	3	[1.7390185958876057]	['E' 'G' 'O' 'D']	['O' 'V' 'D' 'E']
6	4	25	8	20	short	maint	1	1	1	2	[0.9127304005898256, 2.4294421233718357]	['O' 'P' 'O' 'E']	['D' 'E' 'V' 'P']
6	4	26	144	20	long	switch	1	1	1	2	[1.7204227082821335, 2.9926026050626686]	['D' 'O' 'P' 'O']	['G' 'E' 'V' 'D']
6	4	27	75	20	long	maint	1	0	0	3	[2.1428442696813303]	['V' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
6	4	28	52	20	short	maint	1	0	0	3	[2.230130253133448]	['E' 'G' 'O' 'D']	['V' 'O' 'G' 'E']
6	4	29	8	10	short	maint	2	0	0	2	[0.8282297042680429, 1.759130007372819]	['O' 'P' 'O' 'E']	['D' 'E' 'V' 'P']
6	4	30	75	10	long	maint	1	0	0	3	[1.8999508478741705]	['V' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
6	4	31	52	10	short	maint	1	0	0	3	[2.305496846071926]	['E' 'G' 'O' 'D']	['V' 'O' 'G' 'E']
6	5	0	61	20	long	maint	1	0	0	3	[0.5058736790366185]	['O' 'P' 'V' 'E']	['P' 'V' 'O' 'G']
6	5	1	64	20	long	maint	1	0	0	3	[1.0134512984353239]	['V' 'O' 'E' 'P']	['G' 'E' 'P' 'O']
6	5	2	84	20	short	switch	2	0	0	2	[1.1921602359302041, 2.158163348898173]	['P' 'O' 'E' 'O']	['V' 'P' 'G' 'D']
6	5	3	139	20	short	switch	0	0	1	3	[2.4288277217989678]	['P' 'E' 'G' 'V']	['E' 'O' 'V' 'O']
6	5	4	92	10	short	switch	0	1	1	3	[2.497640697960187]	['E' 'V' 'O' 'D']	['O' 'E' 'V' 'P']
6	5	5	125	10	short	switch	1	0	0	3	[1.2110018841648236]	['D' 'O' 'P' 'G']	['G' 'V' 'O' 'D']
6	5	6	139	10	short	switch	0	0	1	3	[2.550520193331695]	['P' 'E' 'G' 'V']	['E' 'O' 'V' 'O']
6	5	7	61	10	long	maint	1	0	1	2	[0.7446710903579916, 1.9959613336610142]	['O' 'P' 'V' 'E']	['P' 'V' 'O' 'G']
6	5	8	57	10	short	maint	1	0	0	3	[2.5064880806094862]	['D' 'G' 'E' 'O']	['G' 'O' 'V' 'P']
6	5	9	64	10	long	maint	0	1	1	3	[2.5258622102072583]	['V' 'O' 'E' 'P']	['G' 'E' 'P' 'O']
6	5	10	50	10	short	maint	1	1	0	3	[1.893683951830917]	['O' 'D' 'O' 'P']	['E' 'P' 'G' 'V']
6	5	11	120	10	short	switch	2	0	0	2	[0.8191775210944541, 2.155787662816417]	['O' 'P' 'O' 'G']	['P' 'V' 'D' 'E']
6	5	12	19	10	short	maint	0	0	0	4	[]	['E' 'P' 'G' 'V']	['O' 'E' 'O' 'D']
6	5	13	57	20	short	maint	1	0	0	3	[2.4569673138363237]	['D' 'G' 'E' 'O']	['G' 'O' 'V' 'P']
6	5	14	125	20	short	switch	0	1	0	4	[]	['D' 'O' 'P' 'G']	['G' 'V' 'O' 'D']
6	5	15	150	10	long	switch	1	0	0	3	[2.5578520521012535]	['D' 'V' 'O' 'P']	['O' 'D' 'V' 'G']
6	5	16	87	20	short	switch	1	1	1	2	[1.13805193741296, 2.0450724993855984]	['O' 'P' 'O' 'E']	['E' 'V' 'D' 'P']
6	5	17	2	20	short	maint	2	0	0	2	[0.9129352011141147, 2.165372327353158]	['P' 'O' 'E' 'O']	['E' 'V' 'D' 'P']
6	5	18	36	20	long	maint	1	0	0	3	[1.76007208978455]	['P' 'G' 'O' 'D']	['O' 'E' 'P' 'G']
6	5	19	19	20	short	maint	0	0	1	3	[0.7669943475055296]	['E' 'P' 'G' 'V']	['O' 'E' 'O' 'D']
6	5	20	150	20	long	switch	1	0	0	3	[1.978266568362415]	['D' 'V' 'O' 'P']	['O' 'D' 'V' 'G']
6	5	21	30	20	long	maint	1	0	0	3	[1.7384041943147377]	['P' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
6	5	22	30	10	long	maint	1	0	0	3	[1.715507495699189]	['P' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
6	5	23	87	10	short	switch	2	0	0	2	[0.8953223560252317, 1.9393544687474402]	['O' 'P' 'O' 'E']	['E' 'V' 'D' 'P']
6	5	24	98	10	short	switch	1	0	0	3	[2.0272548537724258]	['G' 'E' 'D' 'O']	['P' 'O' 'G' 'D']
6	5	25	98	20	short	switch	1	0	0	3	[2.0671499959039896]	['G' 'E' 'D' 'O']	['P' 'O' 'G' 'D']
6	5	26	120	20	short	switch	2	0	0	2	[0.9240353895305975, 2.203629065290407]	['O' 'P' 'O' 'G']	['P' 'V' 'D' 'E']
6	5	27	50	20	short	maint	2	0	0	2	[0.7162447775866307, 2.020619316785451]	['O' 'D' 'O' 'P']	['E' 'P' 'G' 'V']
6	5	28	92	20	short	switch	1	0	0	3	[1.7330384205783567]	['E' 'V' 'O' 'D']	['O' 'E' 'V' 'P']
6	5	29	84	10	short	switch	1	1	0	3	[1.3869255345293685]	['P' 'O' 'E' 'O']	['V' 'P' 'G' 'D']
6	5	30	36	10	long	maint	1	0	0	3	[1.5685016793642994]	['P' 'G' 'O' 'D']	['O' 'E' 'P' 'G']
6	5	31	2	10	short	maint	2	0	0	2	[0.8605881871057592, 1.977365446055542]	['P' 'O' 'E' 'O']	['E' 'V' 'D' 'P']
6	6	0	154	10	long	switch	1	0	0	3	[2.1749160317850413]	['P' 'V' 'O' 'G']	['G' 'O' 'V' 'P']
6	6	1	21	10	long	maint	2	0	0	2	[0.7308265749160321, 2.2150978946506106]	['O' 'P' 'E' 'O']	['V' 'D' 'G' 'P']
6	6	2	20	10	long	maint	1	0	0	3	[0.6432129106250515]	['O' 'D' 'E' 'G']	['E' 'G' 'O' 'V']
6	6	3	146	10	long	switch	2	0	0	2	[1.2143606127631688, 2.561415581223888]	['G' 'O' 'O' 'D']	['P' 'G' 'D' 'E']
6	6	4	78	10	long	maint	1	0	1	2	[0.9696649463422626, 2.843016302121734]	['V' 'E' 'G' 'O']	['E' 'O' 'V' 'G']
6	6	5	47	10	short	maint	1	0	0	3	[2.1314983206357008]	['D' 'P' 'O' 'E']	['O' 'V' 'E' 'G']
6	6	6	91	10	short	switch	1	1	0	3	[1.6459162775456706]	['O' 'P' 'O' 'D']	['P' 'V' 'E' 'G']
6	6	7	104	10	long	switch	1	0	0	3	[0.9439010403866637]	['D' 'O' 'P' 'V']	['V' 'P' 'D' 'O']
6	6	8	65	10	long	maint	2	0	0	2	[1.225133120340788, 2.5144753010567706]	['E' 'O' 'G' 'O']	['P' 'V' 'D' 'E']
6	6	9	53	10	short	maint	1	1	1	2	[1.1265831080527566, 2.14554763660195]	['O' 'G' 'O' 'E']	['E' 'P' 'V' 'D']
6	6	10	138	20	short	switch	1	0	1	2	[0.9412386335709022, 2.474293438191202]	['P' 'E' 'G' 'O']	['E' 'O' 'V' 'P']
6	6	11	91	20	short	switch	1	1	1	2	[0.6226509379864011, 2.4585647579257803]	['O' 'P' 'O' 'D']	['P' 'V' 'E' 'G']
6	6	12	3	10	short	maint	2	0	0	2	[1.2390185958876057, 2.033439829605964]	['E' 'O' 'D' 'O']	['G' 'D' 'P' 'V']
6	6	13	155	10	long	switch	2	0	0	2	[0.7041205865487017, 2.362840992872942]	['O' 'G' 'O' 'E']	['G' 'E' 'D' 'V']
6	6	14	154	20	long	switch	1	0	0	3	[2.1656180879823053]	['P' 'V' 'O' 'G']	['G' 'O' 'V' 'P']
6	6	15	47	20	short	maint	1	0	0	3	[2.02717293356271]	['D' 'P' 'O' 'E']	['O' 'V' 'E' 'G']
6	6	16	155	20	long	switch	2	0	0	2	[0.6426394691570412, 2.2150569345457525]	['O' 'G' 'O' 'E']	['G' 'E' 'D' 'V']
6	6	17	138	10	short	switch	1	0	0	3	[2.388359138199394]	['P' 'E' 'G' 'O']	['E' 'O' 'V' 'P']
6	6	18	116	20	long	switch	1	0	0	3	[2.0164004259850907]	['V' 'D' 'O' 'G']	['O' 'G' 'D' 'E']
6	6	19	116	10	long	switch	0	1	1	3	[0.84039485541083]	['V' 'D' 'O' 'G']	['O' 'G' 'D' 'E']
6	6	20	13	10	short	maint	1	0	0	3	[1.769451953797002]	['V' 'G' 'O' 'E']	['O' 'D' 'V' 'P']
6	6	21	100	10	long	switch	2	0	0	2	[0.7405750798722046, 2.0878348488572134]	['O' 'D' 'G' 'O']	['P' 'V' 'E' 'D']
6	6	22	53	20	short	maint	2	0	0	2	[0.5199639551077251, 2.1108134676824775]	['O' 'G' 'O' 'E']	['E' 'P' 'V' 'D']
6	6	23	65	20	long	maint	2	0	0	2	[0.8274105021708857, 2.4681084623576637]	['E' 'O' 'G' 'O']	['P' 'V' 'D' 'E']
6	6	24	78	20	long	maint	1	0	1	2	[0.9535676251331204, 2.305496846071926]	['V' 'E' 'G' 'O']	['E' 'O' 'V' 'G']
6	6	25	21	20	long	maint	2	0	0	2	[0.5232407634963547, 2.054943884656345]	['O' 'P' 'E' 'O']	['V' 'D' 'G' 'P']
6	6	26	146	20	long	switch	2	0	0	2	[0.9243630703694601, 2.228573769148849]	['G' 'O' 'O' 'D']	['P' 'G' 'D' 'E']
6	6	27	104	20	long	switch	1	0	0	3	[1.02717293356271]	['D' 'O' 'P' 'V']	['V' 'P' 'D' 'O']
6	6	28	100	20	long	switch	2	0	0	2	[0.6401409027607112, 1.9628655689358565]	['O' 'D' 'G' 'O']	['P' 'V' 'E' 'D']
6	6	29	20	20	long	maint	1	0	0	3	[0.535569755058573]	['O' 'D' 'E' 'G']	['E' 'G' 'O' 'V']
6	6	30	3	20	short	maint	2	0	0	2	[0.9377570246579832, 2.02160235930204]	['E' 'O' 'D' 'O']	['G' 'D' 'P' 'V']
6	6	31	13	20	short	maint	0	1	1	3	[2.446727287621856]	['V' 'G' 'O' 'E']	['O' 'D' 'V' 'P']
6	7	0	136	20	short	switch	0	1	1	3	[1.26871467190956]	['E' 'G' 'O' 'P']	['O' 'V' 'G' 'E']
6	7	1	133	20	short	switch	1	0	0	3	[1.8938068321454904]	['P' 'V' 'O' 'G']	['O' 'G' 'E' 'P']
6	7	2	126	20	short	switch	1	0	1	2	[0.9946096502007045, 2.6209306135823707]	['V' 'O' 'D' 'E']	['D' 'E' 'P' 'O']
6	7	3	55	20	short	maint	1	0	0	3	[2.2465962152863113]	['V' 'G' 'O' 'E']	['P' 'O' 'V' 'G']
6	7	4	132	20	short	switch	2	0	0	2	[0.570426804292619, 2.040321127222086]	['O' 'E' 'O' 'V']	['E' 'D' 'V' 'P']
6	7	5	107	10	long	switch	2	0	0	2	[0.5681330384205785, 1.78563119521586]	['O' 'P' 'O' 'V']	['P' 'E' 'V' 'D']
6	7	6	35	10	long	maint	2	0	0	2	[0.7579831244367985, 1.6440321127222086]	['O' 'G' 'O' 'V']	['G' 'P' 'V' 'E']
6	7	7	108	10	long	switch	0	1	0	4	[]	['G' 'D' 'O' 'V']	['O' 'G' 'D' 'P']
6	7	8	103	20	long	switch	2	0	0	2	[0.9722454329483083, 2.086319324977472]	['D' 'O' 'P' 'O']	['V' 'D' 'G' 'E']
6	7	9	5	20	short	maint	2	0	0	2	[0.9968624559678876, 2.098402555910543]	['P' 'O' 'E' 'O']	['E' 'D' 'V' 'P']
6	7	10	35	20	long	maint	2	0	0	2	[0.5927091013352994, 1.7490128614729255]	['O' 'G' 'O' 'V']	['G' 'P' 'V' 'E']
6	7	11	66	20	long	maint	1	0	0	3	[0.8492831981649873]	['E' 'O' 'D' 'G']	['G' 'P' 'O' 'D']
6	7	12	132	10	short	switch	2	0	0	2	[0.5369623986237406, 1.9958384533464408]	['O' 'E' 'O' 'V']	['E' 'D' 'V' 'P']
6	7	13	17	20	short	maint	2	0	0	2	[0.48035553371016637, 2.070140083558614]	['O' 'D' 'V' 'O']	['V' 'P' 'E' 'D']
6	7	14	109	20	long	switch	2	0	0	2	[0.498869501105923, 2.0186532317522734]	['O' 'E' 'O' 'P']	['V' 'G' 'P' 'E']
6	7	15	41	20	short	maint	1	0	0	3	[0.4444335217498159]	['O' 'V' 'G' 'E']	['E' 'D' 'O' 'G']
6	7	16	108	20	long	switch	1	0	0	3	[1.8265093798640124]	['G' 'D' 'O' 'V']	['O' 'G' 'D' 'P']
6	7	17	66	10	long	maint	1	0	0	3	[1.2229212746784635]	['E' 'O' 'D' 'G']	['G' 'P' 'O' 'D']
6	7	18	9	20	short	maint	0	1	1	3	[0.682534611288605]	['D' 'V' 'O' 'G']	['O' 'D' 'P' 'V']
6	7	19	107	20	long	switch	2	0	0	2	[0.5746456950929795, 1.7630212173343165]	['O' 'P' 'O' 'V']	['P' 'E' 'V' 'D']
6	7	20	58	20	short	maint	2	0	0	2	[0.6079872204472845, 2.5039075940034405]	['O' 'P' 'V' 'O']	['V' 'D' 'P' 'E']
6	7	21	58	10	short	maint	1	1	0	3	[2.482649299582207]	['O' 'P' 'V' 'O']	['V' 'D' 'P' 'E']
6	7	22	126	10	short	switch	1	0	0	3	[0.997313017121324]	['V' 'O' 'D' 'E']	['D' 'E' 'P' 'O']
6	7	23	41	10	short	maint	1	0	0	3	[0.7997624313918243]	['O' 'V' 'G' 'E']	['E' 'D' 'O' 'G']
6	7	24	136	10	short	switch	1	0	0	3	[1.963684771033014]	['E' 'G' 'O' 'P']	['O' 'V' 'G' 'E']
6	7	25	133	10	short	switch	1	0	0	3	[2.5134103383304662]	['P' 'V' 'O' 'G']	['O' 'G' 'E' 'P']
6	7	26	5	10	short	maint	2	0	0	2	[0.9875235520602934, 2.0557221266486443]	['P' 'O' 'E' 'O']	['E' 'D' 'V' 'P']
6	7	27	55	10	short	maint	0	1	0	4	[]	['V' 'G' 'O' 'E']	['P' 'O' 'V' 'G']
6	7	28	109	10	long	switch	2	0	0	2	[0.6168755632014418, 2.1391988203489802]	['O' 'E' 'O' 'P']	['V' 'G' 'P' 'E']
6	7	29	103	10	long	switch	2	0	0	2	[0.9010158106004753, 2.381723601212419]	['D' 'O' 'P' 'O']	['V' 'D' 'G' 'E']
6	7	30	9	10	short	maint	0	1	1	3	[2.6638977635782752]	['D' 'V' 'O' 'G']	['O' 'D' 'P' 'V']
6	7	31	17	10	short	maint	2	0	0	2	[0.880781518800688, 2.126828868681904]	['O' 'D' 'V' 'O']	['V' 'P' 'E' 'D']
6	8	0	59	10	short	maint	0	0	1	3	[2.377177029573196]	['E' 'G' 'D' 'P']	['O' 'P' 'G' 'O']
6	8	1	135	10	short	switch	1	1	0	3	[0.7076021954616203]	['O' 'V' 'O' 'G']	['G' 'P' 'E' 'D']
6	8	2	157	10	long	switch	1	0	1	2	[0.9780208077332677, 2.557647251576964]	['D' 'G' 'P' 'O']	['O' 'P' 'V' 'D']
6	8	3	12	10	short	maint	2	0	0	2	[0.9467682477267143, 1.8016056361104287]	['O' 'P' 'O' 'D']	['E' 'G' 'V' 'P']
6	8	4	70	10	long	maint	2	0	0	2	[0.4532399442942574, 1.999197181944786]	['O' 'G' 'O' 'E']	['D' 'P' 'V' 'G']
6	8	5	18	10	short	maint	1	0	0	3	[2.102908167444909]	['V' 'D' 'P' 'O']	['E' 'O' 'V' 'G']
6	8	6	59	20	short	maint	0	0	1	3	[2.473310395674613]	['E' 'G' 'D' 'P']	['O' 'P' 'G' 'O']
6	8	7	135	20	short	switch	2	0	0	2	[0.6580404685835997, 2.0363889571557303]	['O' 'V' 'O' 'G']	['G' 'P' 'E' 'D']
6	8	8	72	20	long	maint	1	0	0	3	[2.4209633816662572]	['D' 'P' 'O' 'E']	['O' 'E' 'P' 'G']
6	8	9	44	20	short	maint	2	0	0	2	[0.9341934955353488, 2.494814450724994]	['D' 'O' 'G' 'O']	['V' 'D' 'P' 'G']
6	8	10	142	20	long	switch	1	0	0	3	[0.9675759809945115]	['G' 'O' 'E' 'V']	['D' 'E' 'V' 'O']
6	8	11	44	10	short	maint	2	0	0	2	[1.08943229294667, 2.4808470549684607]	['D' 'O' 'G' 'O']	['V' 'D' 'P' 'G']
6	8	12	72	10	long	maint	1	0	0	3	[2.2719914802981895]	['D' 'P' 'O' 'E']	['O' 'E' 'P' 'G']
6	8	13	131	10	short	switch	1	0	0	3	[2.176964037027935]	['P' 'V' 'O' 'G']	['D' 'O' 'G' 'V']
6	8	14	83	10	short	switch	1	0	1	2	[0.9946506103055626, 2.063955107725076]	['V' 'O' 'E' 'D']	['D' 'G' 'V' 'O']
6	8	15	25	10	long	maint	0	1	1	3	[2.10749569918899]	['D' 'O' 'V' 'E']	['V' 'E' 'D' 'O']
6	8	16	38	10	long	maint	1	0	0	3	[1.9534857049234047]	['D' 'G' 'P' 'O']	['P' 'O' 'G' 'E']
6	8	17	18	20	short	maint	1	0	0	3	[2.073662652576391]	['V' 'D' 'P' 'O']	['E' 'O' 'V' 'G']
6	8	18	142	10	long	switch	1	0	1	2	[1.2454902924551488, 2.4706889489637094]	['G' 'O' 'E' 'V']	['D' 'E' 'V' 'O']
6	8	19	115	10	long	switch	1	1	0	3	[0.7960760219546161]	['O' 'P' 'O' 'E']	['G' 'V' 'E' 'D']
6	8	20	96	10	short	switch	0	1	0	4	[]	['E' 'D' 'O' 'V']	['O' 'E' 'P' 'G']
6	8	21	96	20	short	switch	1	0	0	3	[2.1232243794544114]	['E' 'D' 'O' 'V']	['O' 'E' 'P' 'G']
6	8	22	70	20	long	maint	2	0	0	2	[0.5023511100188418, 1.8635782747603833]	['O' 'G' 'O' 'E']	['D' 'P' 'V' 'G']
6	8	23	131	20	short	switch	1	0	0	3	[2.0884492504300813]	['P' 'V' 'O' 'G']	['D' 'O' 'G' 'V']
6	8	24	12	20	short	maint	2	0	0	2	[0.9322274105021711, 1.651363971491767]	['O' 'P' 'O' 'D']	['E' 'G' 'V' 'P']
6	8	25	83	20	short	switch	1	0	1	2	[0.9337019742770543, 2.171229622347833]	['V' 'O' 'E' 'D']	['D' 'G' 'V' 'O']
6	8	26	25	20	long	maint	1	0	0	3	[0.8735315802408454]	['D' 'O' 'V' 'E']	['V' 'E' 'D' 'O']
6	8	27	88	20	short	switch	0	1	1	3	[0.9316130089293031]	['P' 'V' 'O' 'G']	['O' 'G' 'P' 'E']
6	8	28	115	20	long	switch	1	1	1	2	[0.7591709674776768, 2.239878758089621]	['O' 'P' 'O' 'E']	['G' 'V' 'E' 'D']
6	8	29	157	20	long	switch	1	0	0	3	[2.4707299090685675]	['D' 'G' 'P' 'O']	['O' 'P' 'V' 'D']
6	8	30	88	10	short	switch	1	0	0	3	[1.8183992791021546]	['P' 'V' 'O' 'G']	['O' 'G' 'P' 'E']
6	8	31	38	20	long	maint	1	0	1	2	[0.8765216678954699, 2.374309822233145]	['D' 'G' 'P' 'O']	['P' 'O' 'G' 'E']
6	9	0	51	20	short	maint	1	0	0	3	[2.043352174981568]	['P' 'D' 'O' 'E']	['O' 'V' 'E' 'P']
6	9	1	74	10	long	maint	1	0	1	2	[0.9041287785696732, 2.2568362415007783]	['E' 'D' 'O' 'V']	['G' 'O' 'V' 'D']
6	9	2	121	20	short	switch	1	0	1	2	[0.6462029982796755, 2.482690259687065]	['O' 'E' 'P' 'V']	['D' 'P' 'V' 'O']
6	9	3	123	10	short	switch	2	0	0	2	[0.9545097075448514, 2.7239862374047674]	['V' 'O' 'E' 'O']	['E' 'G' 'V' 'D']
6	9	4	45	20	short	maint	1	0	0	3	[0.9469730482510035]	['D' 'O' 'V' 'E']	['P' 'E' 'G' 'O']
6	9	5	123	20	short	switch	1	1	1	2	[1.769001392643565, 2.4028999754239373]	['V' 'O' 'E' 'O']	['E' 'G' 'V' 'D']
6	9	6	74	20	long	maint	1	0	1	2	[0.9251822724666177, 2.3309330711886624]	['E' 'D' 'O' 'V']	['G' 'O' 'V' 'D']
6	9	7	60	20	long	maint	1	0	0	3	[0.598484476120259]	['O' 'V' 'P' 'D']	['D' 'G' 'V' 'O']
6	9	8	51	10	short	maint	1	0	0	3	[2.238568034734169]	['P' 'D' 'O' 'E']	['O' 'V' 'E' 'P']
6	9	9	1	10	short	maint	1	0	0	3	[0.6259687064798887]	['O' 'V' 'P' 'E']	['P' 'D' 'E' 'O']
6	9	10	14	10	short	maint	2	0	0	2	[0.6560743835504219, 1.973064635045466]	['O' 'P' 'O' 'G']	['G' 'E' 'P' 'V']
6	9	11	113	20	long	switch	1	1	0	3	[0.6250675841730158]	['O' 'D' 'O' 'P']	['E' 'V' 'P' 'D']
6	9	12	7	20	short	maint	1	0	0	3	[1.6441959531416401]	['D' 'G' 'O' 'E']	['O' 'E' 'P' 'V']
6	9	13	152	20	long	switch	2	0	0	2	[0.44963545506676517, 1.994773490620136]	['O' 'P' 'O' 'V']	['G' 'E' 'V' 'P']
6	9	14	153	20	long	switch	1	0	0	3	[2.071655607438355]	['E' 'V' 'O' 'G']	['O' 'D' 'P' 'E']
6	9	15	86	20	short	switch	2	0	0	2	[1.0743589743589745, 2.096272630457934]	['G' 'O' 'E' 'O']	['E' 'G' 'P' 'D']
6	9	16	89	20	short	switch	2	0	0	2	[0.6424756287376097, 2.157057426067011]	['O' 'E' 'O' 'D']	['P' 'D' 'E' 'V']
6	9	17	1	20	short	maint	1	0	0	3	[0.4454575243712624]	['O' 'V' 'P' 'E']	['P' 'D' 'E' 'O']
6	9	18	117	20	long	switch	2	0	0	2	[0.6376423363643813, 2.1219546162038174]	['O' 'V' 'P' 'O']	['P' 'G' 'D' 'E']
6	9	19	26	20	long	maint	2	0	0	2	[1.2656017039403622, 2.1677480134349145]	['G' 'O' 'D' 'O']	['E' 'D' 'P' 'G']
6	9	20	14	20	short	maint	2	0	0	2	[0.6233472597689853, 1.5987711968542642]	['O' 'P' 'O' 'G']	['G' 'E' 'P' 'V']
6	9	21	117	10	long	switch	2	0	0	2	[0.9339886950110592, 2.0476120258867865]	['O' 'V' 'P' 'O']	['P' 'G' 'D' 'E']
6	9	22	26	10	long	maint	2	0	0	2	[0.9392725485377245, 2.072392889325797]	['G' 'O' 'D' 'O']	['E' 'D' 'P' 'G']
6	9	23	45	10	short	maint	1	0	1	2	[0.9706889489637094, 2.433579093962481]	['D' 'O' 'V' 'E']	['P' 'E' 'G' 'O']
6	9	24	121	10	short	switch	1	0	0	3	[0.6794626034242648]	['O' 'E' 'P' 'V']	['D' 'P' 'V' 'O']
6	9	25	113	10	long	switch	2	0	0	2	[0.7923076923076926, 1.7966494634226264]	['O' 'D' 'O' 'P']	['E' 'V' 'P' 'D']
6	9	26	60	10	long	maint	1	0	1	2	[0.7439338084705498, 2.4405013516834604]	['O' 'V' 'P' 'D']	['D' 'G' 'V' 'O']
6	9	27	152	10	long	switch	2	0	0	2	[0.7220201523715901, 2.099795199475711]	['O' 'P' 'O' 'V']	['G' 'E' 'V' 'P']
6	9	28	86	10	short	switch	2	0	0	2	[1.3694765298599165, 2.663160481690833]	['G' 'O' 'E' 'O']	['E' 'G' 'P' 'D']
6	9	29	89	10	short	switch	1	1	0	3	[1.3612025886786272, 1.9854345867125422]	['O' 'E' 'O' 'D']	['P' 'D' 'E' 'V']
6	9	30	7	10	short	maint	1	0	0	3	[1.8753338248545917]	['D' 'G' 'O' 'E']	['O' 'E' 'P' 'V']
6	9	31	153	10	long	switch	1	0	0	3	[2.1975260096665847]	['E' 'V' 'O' 'G']	['O' 'D' 'P' 'E']
7	0	0	159	10	long	switch	0	0	1	3	[2.6212582944212337]	['P' 'D' 'E' 'V']	['O' 'V' 'D' 'O']
7	0	1	67	10	long	maint	1	0	0	3	[2.030654542475629]	['G' 'P' 'O' 'E']	['V' 'O' 'G' 'D']
7	0	2	68	10	long	maint	1	0	0	3	[2.191300073728189]	['E' 'V' 'O' 'G']	['V' 'O' 'D' 'P']
7	0	3	80	10	short	switch	1	1	0	3	[0.7110018841648236]	['O' 'E' 'O' 'P']	['D' 'P' 'G' 'V']
7	0	4	81	10	short	switch	1	1	0	3	[2.219808306709265]	['O' 'D' 'E' 'O']	['G' 'V' 'P' 'D']
7	0	5	102	10	long	switch	2	0	0	2	[0.9572540345703286, 2.13862537888097]	['D' 'O' 'V' 'O']	['V' 'E' 'G' 'D']
7	0	6	22	10	long	maint	1	0	1	2	[0.9580322765626281, 2.1586958302613257]	['E' 'O' 'V' 'G']	['D' 'P' 'G' 'O']
7	0	7	16	10	short	maint	1	1	0	3	[1.8001310723355455]	['O' 'P' 'O' 'E']	['E' 'D' 'V' 'P']
7	0	8	39	20	long	maint	0	0	1	3	[2.2280412877856968]	['V' 'D' 'G' 'E']	['O' 'G' 'O' 'D']
7	0	9	16	20	short	maint	1	1	0	3	[1.790218726959941]	['O' 'P' 'O' 'E']	['E' 'D' 'V' 'P']
7	0	10	67	20	long	maint	0	1	0	4	[]	['G' 'P' 'O' 'E']	['V' 'O' 'G' 'D']
7	0	11	151	20	long	switch	1	0	0	3	[2.199451134594905]	['E' 'D' 'O' 'P']	['V' 'O' 'D' 'G']
