subj	block	trial	run_index	voc_chan	gap_len	attn	hits	misses	false_alarms	corr_rej	press_times	targ_letters	mask_letters
11	4	20	62	10	long	maint	2	0	0	2	[1.1344884082903253, 2.0737855328909642]	['G' 'O' 'O' 'D']	['D' 'E' 'G' 'P']
11	4	21	156	20	long	switch	1	0	0	3	[2.144277873351356]	['P' 'E' 'O' 'D']	['O' 'D' 'P' 'G']
11	4	22	79	20	long	maint	0	0	0	4	[]	['E' 'D' 'P' 'G']	['D' 'O' 'O' 'E']
11	4	23	106	20	long	switch	1	0	0	3	[1.039624805439502]	['D' 'O' 'E' 'P']	['E' 'P' 'D' 'O']
11	4	24	15	20	short	maint	1	0	0	3	[1.7527811911198494]	['E' 'G' 'O' 'D']	['O' 'V' 'D' 'E']
11	4	25	8	20	short	maint	1	1	0	3	[2.1211354141066603]	['O' 'P' 'O' 'E']	['D' 'E' 'V' 'P']
11	4	26	144	20	long	switch	2	0	0	2	[0.9929302859015321, 2.667297452281478]	['D' 'O' 'P' 'O']	['G' 'E' 'V' 'D']
11	4	27	75	20	long	maint	1	0	0	3	[2.1434586712541983]	['V' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
11	4	28	52	20	short	maint	1	0	0	3	[2.288457442451053]	['E' 'G' 'O' 'D']	['V' 'O' 'G' 'E']
11	4	29	8	10	short	maint	2	0	0	2	[0.6213402146309495, 2.0918898992381423]	['O' 'P' 'O' 'E']	['D' 'E' 'V' 'P']
11	4	30	75	10	long	maint	1	0	0	3	[2.1677070533300564]	['V' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
11	4	31	52	10	short	maint	1	0	0	3	[2.0957401490947816]	['E' 'G' 'O' 'D']	['V' 'O' 'G' 'E']
11	5	0	61	20	long	maint	1	0	0	3	[0.7750225280576721]	['O' 'P' 'V' 'E']	['P' 'V' 'O' 'G']
11	5	1	64	20	long	maint	1	0	0	3	[1.1749160317850413]	['V' 'O' 'E' 'P']	['G' 'E' 'P' 'O']
11	5	2	84	20	short	switch	2	0	0	2	[1.1031948881789138, 2.1678299336446303]	['P' 'O' 'E' 'O']	['V' 'P' 'G' 'D']
11	5	3	139	20	short	switch	0	0	0	4	[]	['P' 'E' 'G' 'V']	['E' 'O' 'V' 'O']
11	5	4	92	10	short	switch	1	0	0	3	[1.8735725403457035]	['E' 'V' 'O' 'D']	['O' 'E' 'V' 'P']
11	5	5	125	10	short	switch	1	0	0	3	[1.037412959777177]	['D' 'O' 'P' 'G']	['G' 'V' 'O' 'D']
11	5	6	139	10	short	switch	0	0	0	4	[]	['P' 'E' 'G' 'V']	['E' 'O' 'V' 'O']
11	5	7	61	10	long	maint	1	0	0	3	[0.9642172523961663]	['O' 'P' 'V' 'E']	['P' 'V' 'O' 'G']
11	5	8	57	10	short	maint	1	0	0	3	[2.692692717293357]	['D' 'G' 'E' 'O']	['G' 'O' 'V' 'P']
11	5	9	64	10	long	maint	1	0	0	3	[1.2977963463586466]	['V' 'O' 'E' 'P']	['G' 'E' 'P' 'O']
11	5	10	50	10	short	maint	1	1	1	2	[1.0033341525354307, 2.1917506348816254]	['O' 'D' 'O' 'P']	['E' 'P' 'G' 'V']
11	5	11	120	10	short	switch	2	0	0	2	[0.788662242975342, 2.160088473826493]	['O' 'P' 'O' 'G']	['P' 'V' 'D' 'E']
11	5	12	19	10	short	maint	0	0	0	4	[]	['E' 'P' 'G' 'V']	['O' 'E' 'O' 'D']
11	5	13	57	20	short	maint	1	0	0	3	[2.7800196608503316]	['D' 'G' 'E' 'O']	['G' 'O' 'V' 'P']
11	5	14	125	20	short	switch	1	0	0	3	[1.3834848857213076]	['D' 'O' 'P' 'G']	['G' 'V' 'O' 'D']
11	5	15	150	10	long	switch	0	1	0	4	[]	['D' 'V' 'O' 'P']	['O' 'D' 'V' 'G']
11	5	16	87	20	short	switch	2	0	0	2	[0.7214467109035798, 1.8381010895387893]	['O' 'P' 'O' 'E']	['E' 'V' 'D' 'P']
11	5	17	2	20	short	maint	2	0	0	2	[1.132686163676579, 2.1234291799787006]	['P' 'O' 'E' 'O']	['E' 'V' 'D' 'P']
11	5	18	36	20	long	maint	1	0	0	3	[1.7236175964610472]	['P' 'G' 'O' 'D']	['O' 'E' 'P' 'G']
11	5	19	19	20	short	maint	0	0	0	4	[]	['E' 'P' 'G' 'V']	['O' 'E' 'O' 'D']
11	5	20	150	20	long	switch	1	0	0	3	[2.373613500450561]	['D' 'V' 'O' 'P']	['O' 'D' 'V' 'G']
11	5	21	30	20	long	maint	1	0	0	3	[1.989448676988613]	['P' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
11	5	22	30	10	long	maint	1	0	0	3	[2.099467518636848]	['P' 'G' 'O' 'E']	['O' 'P' 'V' 'D']
11	5	23	87	10	short	switch	1	1	1	2	[1.1750389120996152, 1.9038420578356683]	['O' 'P' 'O' 'E']	['E' 'V' 'D' 'P']
11	5	24	98	10	short	switch	1	0	0	3	[2.1938805603342346]	['G' 'E' 'D' 'O']	['P' 'O' 'G' 'D']
11	5	25	98	20	short	switch	1	0	0	3	[2.125600065536168]	['G' 'E' 'D' 'O']	['P' 'O' 'G' 'D']
11	5	26	120	20	short	switch	1	1	1	2	[1.1559924633407062, 2.211862046366839]	['O' 'P' 'O' 'G']	['P' 'V' 'D' 'E']
11	5	27	50	20	short	maint	2	0	0	2	[0.5940607847956092, 2.2443843696239862]	['O' 'D' 'O' 'P']	['E' 'P' 'G' 'V']
11	5	28	92	20	short	switch	1	0	0	3	[1.6813467682477268]	['E' 'V' 'O' 'D']	['O' 'E' 'V' 'P']
11	5	29	84	10	short	switch	2	0	0	2	[0.9929302859015321, 2.2411894814450726]	['P' 'O' 'E' 'O']	['V' 'P' 'G' 'D']
11	5	30	36	10	long	maint	1	0	1	2	[1.1923650364544933, 1.8343737199967234]	['P' 'G' 'O' 'D']	['O' 'E' 'P' 'G']
11	5	31	2	10	short	maint	2	0	0	2	[1.1283443925616452, 2.2327516998443517]	['P' 'O' 'E' 'O']	['E' 'V' 'D' 'P']
11	6	0	154	10	long	switch	0	1	0	4	[]	['P' 'V' 'O' 'G']	['G' 'O' 'V' 'P']
11	6	1	21	10	long	maint	1	1	0	3	[2.1863439010403867]	['O' 'P' 'E' 'O']	['V' 'D' 'G' 'P']
11	6	2	20	10	long	maint	1	0	0	3	[0.5178749897599739]	['O' 'D' 'E' 'G']	['E' 'G' 'O' 'V']
11	6	3	146	10	long	switch	2	0	0	2	[1.0831244367985584, 2.0954943884656347]	['G' 'O' 'O' 'D']	['P' 'G' 'D' 'E']
11	6	4	78	10	long	maint	1	0	0	3	[2.7469648562300324]	['V' 'E' 'G' 'O']	['E' 'O' 'V' 'G']
11	6	5	47	10	short	maint	1	0	0	3	[2.1567707053330056]	['D' 'P' 'O' 'E']	['O' 'V' 'E' 'G']
11	6	6	91	10	short	switch	2	0	0	2	[0.621217334316376, 1.9294830834766938]	['O' 'P' 'O' 'D']	['P' 'V' 'E' 'G']
11	6	7	104	10	long	switch	1	0	0	3	[0.9558613910051612]	['D' 'O' 'P' 'V']	['V' 'P' 'D' 'O']
11	6	8	65	10	long	maint	2	0	0	2	[1.1641844843122797, 2.69588760547227]	['E' 'O' 'G' 'O']	['P' 'V' 'D' 'E']
11	6	9	53	10	short	maint	2	0	0	2	[0.9670844597362169, 2.230826574916032]	['O' 'G' 'O' 'E']	['E' 'P' 'V' 'D']
11	6	10	138	20	short	switch	1	0	0	3	[2.5621119030064716]	['P' 'E' 'G' 'O']	['E' 'O' 'V' 'P']
11	6	11	91	20	short	switch	1	1	1	2	[0.7308675350208897, 2.3035307610387483]	['O' 'P' 'O' 'D']	['P' 'V' 'E' 'G']
11	6	12	3	10	short	maint	1	1	0	3	[0.9519292209388057]	['E' 'O' 'D' 'O']	['G' 'D' 'P' 'V']
11	6	13	155	10	long	switch	2	0	0	2	[0.774981567952814, 2.1281805521422137]	['O' 'G' 'O' 'E']	['G' 'E' 'D' 'V']
11	6	14	154	20	long	switch	1	0	0	3	[2.0934463832227412]	['P' 'V' 'O' 'G']	['G' 'O' 'V' 'P']
11	6	15	47	20	short	maint	1	0	0	3	[2.0926681412304418]	['D' 'P' 'O' 'E']	['O' 'V' 'E' 'G']
11	6	16	155	20	long	switch	2	0	0	2	[0.699655935119194, 2.1123699516670764]	['O' 'G' 'O' 'E']	['G' 'E' 'D' 'V']
11	6	17	138	10	short	switch	1	0	0	3	[2.526271811255837]	['P' 'E' 'G' 'O']	['E' 'O' 'V' 'P']
11	6	18	116	20	long	switch	1	0	0	3	[1.8049234046039158]	['V' 'D' 'O' 'G']	['O' 'G' 'D' 'E']
11	6	19	116	10	long	switch	1	0	1	2	[0.8087736544605555, 1.9336200540673385]	['V' 'D' 'O' 'G']	['O' 'G' 'D' 'E']
11	6	20	13	10	short	maint	1	0	0	3	[1.8763578274760384]	['V' 'G' 'O' 'E']	['O' 'D' 'V' 'P']
11	6	21	100	10	long	switch	2	0	0	2	[0.6170803637257314, 2.227426886212829]	['O' 'D' 'G' 'O']	['P' 'V' 'E' 'D']
11	6	22	53	20	short	maint	2	0	0	2	[0.70280986319325, 2.248029818956337]	['O' 'G' 'O' 'E']	['E' 'P' 'V' 'D']
11	6	23	65	20	long	maint	2	0	0	2	[1.237707872532154, 2.53909232407635]	['E' 'O' 'G' 'O']	['P' 'V' 'D' 'E']
11	6	24	78	20	long	maint	1	0	0	3	[2.551830916687147]	['V' 'E' 'G' 'O']	['E' 'O' 'V' 'G']
11	6	25	21	20	long	maint	1	1	1	2	[1.0803801097730812, 2.1640616039977063]	['O' 'P' 'E' 'O']	['V' 'D' 'G' 'P']
11	6	26	146	20	long	switch	2	0	0	2	[0.969951667076268, 2.0840255591054313]	['G' 'O' 'O' 'D']	['P' 'G' 'D' 'E']
11	6	27	104	20	long	switch	1	0	0	3	[1.0508069140657001]	['D' 'O' 'P' 'V']	['V' 'P' 'D' 'O']
11	6	28	100	20	long	switch	2	0	0	2	[0.69588760547227, 2.168526255427214]	['O' 'D' 'G' 'O']	['P' 'V' 'E' 'D']
11	6	29	20	20	long	maint	1	0	0	3	[0.5676824772671418]	['O' 'D' 'E' 'G']	['E' 'G' 'O' 'V']
11	6	30	3	20	short	maint	2	0	0	2	[0.9806832145490292, 2.2014581797329402]	['E' 'O' 'D' 'O']	['G' 'D' 'P' 'V']
11	6	31	13	20	short	maint	1	0	0	3	[1.7141148521340215]	['V' 'G' 'O' 'E']	['O' 'D' 'V' 'P']
11	7	0	136	20	short	switch	1	0	0	3	[2.1133120340788074]	['E' 'G' 'O' 'P']	['O' 'V' 'G' 'E']
11	7	1	133	20	short	switch	1	0	0	3	[2.055885967068076]	['P' 'V' 'O' 'G']	['O' 'G' 'E' 'P']
11	7	2	126	20	short	switch	1	0	0	3	[1.0386008028180553]	['V' 'O' 'D' 'E']	['D' 'E' 'P' 'O']
11	7	3	55	20	short	maint	1	0	0	3	[2.102211845662325]	['V' 'G' 'O' 'E']	['P' 'O' 'V' 'G']
11	7	4	132	20	short	switch	2	0	0	2	[0.6425985090521831, 2.083820758581142]	['O' 'E' 'O' 'V']	['E' 'D' 'V' 'P']
11	7	5	107	10	long	switch	0	2	1	3	[2.3590317031211603]	['O' 'P' 'O' 'V']	['P' 'E' 'V' 'D']
11	7	6	35	10	long	maint	2	0	0	2	[0.8450233472597692, 1.693184238551651]	['O' 'G' 'O' 'V']	['G' 'P' 'V' 'E']
11	7	7	108	10	long	switch	1	0	0	3	[1.788662242975342]	['G' 'D' 'O' 'V']	['O' 'G' 'D' 'P']
11	7	8	103	20	long	switch	2	0	0	2	[0.9431227983943642, 2.1355943311214878]	['D' 'O' 'P' 'O']	['V' 'D' 'G' 'E']
11	7	9	5	20	short	maint	2	0	0	2	[0.9778160072089785, 2.14804620299828]	['P' 'O' 'E' 'O']	['E' 'D' 'V' 'P']
11	7	10	35	20	long	maint	2	0	0	2	[0.6387892193004014, 1.619292209388056]	['O' 'G' 'O' 'V']	['G' 'P' 'V' 'E']
11	7	11	66	20	long	maint	1	0	0	3	[1.1325632833620056]	['E' 'O' 'D' 'G']	['G' 'P' 'O' 'D']
11	7	12	132	10	short	switch	2	0	0	2	[0.6396493815024167, 2.2421725239616612]	['O' 'E' 'O' 'V']	['E' 'D' 'V' 'P']
11	7	13	17	20	short	maint	2	0	0	2	[0.5676005570574261, 2.1055705742606703]	['O' 'D' 'V' 'O']	['V' 'P' 'E' 'D']
11	7	14	109	20	long	switch	2	0	0	2	[0.7460637339231591, 1.9652822151224707]	['O' 'E' 'O' 'P']	['V' 'G' 'P' 'E']
11	7	15	41	20	short	maint	1	0	0	3	[0.5701810436634718]	['O' 'V' 'G' 'E']	['E' 'D' 'O' 'G']
11	7	16	108	20	long	switch	0	1	0	4	[]	['G' 'D' 'O' 'V']	['O' 'G' 'D' 'P']
11	7	17	66	10	long	maint	1	0	0	3	[0.9579093962480543]	['E' 'O' 'D' 'G']	['G' 'P' 'O' 'D']
11	7	18	9	20	short	maint	1	0	0	3	[1.7798967805357582]	['D' 'V' 'O' 'G']	['O' 'D' 'P' 'V']
11	7	19	107	20	long	switch	2	0	0	2	[0.511935774555583, 1.7047759482264278]	['O' 'P' 'O' 'V']	['P' 'E' 'V' 'D']
11	7	20	58	20	short	maint	2	0	0	2	[0.7705578766281644, 2.7925124928319813]	['O' 'P' 'V' 'O']	['V' 'D' 'P' 'E']
11	7	21	58	10	short	maint	2	0	0	2	[0.6179405259277466, 2.585131481936594]	['O' 'P' 'V' 'O']	['V' 'D' 'P' 'E']
11	7	22	126	10	short	switch	1	0	0	3	[1.0077168837552226]	['V' 'O' 'D' 'E']	['D' 'E' 'P' 'O']
11	7	23	41	10	short	maint	1	0	0	3	[0.8753338248545917]	['O' 'V' 'G' 'E']	['E' 'D' 'O' 'G']
11	7	24	136	10	short	switch	1	0	0	3	[2.0933235029081674]	['E' 'G' 'O' 'P']	['O' 'V' 'G' 'E']
11	7	25	133	10	short	switch	1	0	0	3	[2.3455558286229214]	['P' 'V' 'O' 'G']	['O' 'G' 'E' 'P']
11	7	26	5	10	short	maint	2	0	0	2	[1.027500614401573, 2.194986483165397]	['P' 'O' 'E' 'O']	['E' 'D' 'V' 'P']
11	7	27	55	10	short	maint	1	0	0	3	[2.3685344474481855]	['V' 'G' 'O' 'E']	['P' 'O' 'V' 'G']
11	7	28	109	10	long	switch	2	0	0	2	[0.825772097976571, 1.73201441795691]	['O' 'E' 'O' 'P']	['V' 'G' 'P' 'E']
11	7	29	103	10	long	switch	2	0	0	2	[0.8996231670353079, 2.1857294994675187]	['D' 'O' 'P' 'O']	['V' 'D' 'G' 'E']
11	7	30	9	10	short	maint	1	0	0	3	[1.7293929712460065]	['D' 'V' 'O' 'G']	['O' 'D' 'P' 'V']
11	7	31	17	10	short	maint	2	0	0	2	[0.6782747603833865, 2.10364544933235]	['O' 'D' 'V' 'O']	['V' 'P' 'E' 'D']
11	8	0	59	10	short	maint	0	0	0	4	[]	['E' 'G' 'D' 'P']	['O' 'P' 'G' 'O']
11	8	1	135	10	short	switch	2	0	0	2	[0.6796674039485544, 2.106553616777259]	['O' 'V' 'O' 'G']	['G' 'P' 'E' 'D']
11	8	2	157	10	long	switch	1	0	1	2	[0.4960842139755879, 2.5600638977635786]	['D' 'G' 'P' 'O']	['O' 'P' 'V' 'D']
11	8	3	12	10	short	maint	1	1	0	3	[0.5995903989514213]	['O' 'P' 'O' 'D']	['E' 'G' 'V' 'P']
11	8	4	70	10	long	maint	2	0	0	2	[0.7114114852134024, 2.0889407716883754]	['O' 'G' 'O' 'E']	['D' 'P' 'V' 'G']
11	8	5	18	10	short	maint	1	0	1	2	[1.3507987220447286, 2.2950929794380275]	['V' 'D' 'P' 'O']	['E' 'O' 'V' 'G']
11	8	6	59	20	short	maint	0	0	0	4	[]	['E' 'G' 'D' 'P']	['O' 'P' 'G' 'O']
11	8	7	135	20	short	switch	1	1	0	3	[2.1564430244941426]	['O' 'V' 'O' 'G']	['G' 'P' 'E' 'D']
11	8	8	72	20	long	maint	1	0	0	3	[2.0331940689768166]	['D' 'P' 'O' 'E']	['O' 'E' 'P' 'G']
11	8	9	44	20	short	maint	2	0	0	2	[0.9220283443925616, 2.5048906365200296]	['D' 'O' 'G' 'O']	['V' 'D' 'P' 'G']
11	8	10	142	20	long	switch	1	0	0	3	[1.0044400753665932]	['G' 'O' 'E' 'V']	['D' 'E' 'V' 'O']
11	8	11	44	10	short	maint	2	0	0	2	[1.0077168837552226, 2.604382731219792]	['D' 'O' 'G' 'O']	['V' 'D' 'P' 'G']
11	8	12	72	10	long	maint	1	0	0	3	[2.204243466863275]	['D' 'P' 'O' 'E']	['O' 'E' 'P' 'G']
11	8	13	131	10	short	switch	1	0	0	3	[2.0989350372736957]	['P' 'V' 'O' 'G']	['D' 'O' 'G' 'V']
11	8	14	83	10	short	switch	1	0	0	3	[1.2596215286311132]	['V' 'O' 'E' 'D']	['D' 'G' 'V' 'O']
11	8	15	25	10	long	maint	1	0	1	2	[1.1921602359302041, 2.277521094454002]	['D' 'O' 'V' 'E']	['V' 'E' 'D' 'O']
11	8	16	38	10	long	maint	1	0	0	3	[2.1711477021381174]	['D' 'G' 'P' 'O']	['P' 'O' 'G' 'E']
11	8	17	18	20	short	maint	1	0	0	3	[2.2322192184811995]	['V' 'D' 'P' 'O']	['E' 'O' 'V' 'G']
11	8	18	142	10	long	switch	1	0	0	3	[1.1264602277381832]	['G' 'O' 'E' 'V']	['D' 'E' 'V' 'O']
11	8	19	115	10	long	switch	2	0	0	2	[0.581649873023675, 1.850102400262145]	['O' 'P' 'O' 'E']	['G' 'V' 'E' 'D']
11	8	20	96	10	short	switch	1	0	0	3	[1.9516015400999427]	['E' 'D' 'O' 'V']	['O' 'E' 'P' 'G']
11	8	21	96	20	short	switch	1	0	0	3	[1.6329319243057263]	['E' 'D' 'O' 'V']	['O' 'E' 'P' 'G']
11	8	22	70	20	long	maint	2	0	0	2	[0.5610879003850251, 2.0540837224543296]	['O' 'G' 'O' 'E']	['D' 'P' 'V' 'G']
11	8	23	131	20	short	switch	1	0	0	3	[2.068583599574015]	['P' 'V' 'O' 'G']	['D' 'O' 'G' 'V']
11	8	24	12	20	short	maint	2	0	0	2	[0.5641599082493651, 1.7756778897353978]	['O' 'P' 'O' 'D']	['E' 'G' 'V' 'P']
11	8	25	83	20	short	switch	1	0	0	3	[1.0490865896616697]	['V' 'O' 'E' 'D']	['D' 'G' 'V' 'O']
11	8	26	25	20	long	maint	1	0	0	3	[1.0511755550094208]	['D' 'O' 'V' 'E']	['V' 'E' 'D' 'O']
11	8	27	88	20	short	switch	1	0	0	3	[1.9417711149340544]	['P' 'V' 'O' 'G']	['O' 'G' 'P' 'E']
11	8	28	115	20	long	switch	2	0	0	2	[0.5218481199311871, 1.7995985909723928]	['O' 'P' 'O' 'E']	['G' 'V' 'E' 'D']
11	8	29	157	20	long	switch	1	0	0	3	[2.515990824936512]	['D' 'G' 'P' 'O']	['O' 'P' 'V' 'D']
11	8	30	88	10	short	switch	1	0	0	3	[1.9484885721307448]	['P' 'V' 'O' 'G']	['O' 'G' 'P' 'E']
11	8	31	38	20	long	maint	1	0	0	3	[2.203301384451544]	['D' 'G' 'P' 'O']	['P' 'O' 'G' 'E']
11	9	0	51	20	short	maint	1	0	0	3	[2.1434996313590564]	['P' 'D' 'O' 'E']	['O' 'V' 'E' 'P']
11	9	1	74	10	long	maint	1	0	0	3	[2.0856230031948884]	['E' 'D' 'O' 'V']	['G' 'O' 'V' 'D']
11	9	2	121	20	short	switch	1	0	0	3	[0.5687884000983043]	['O' 'E' 'P' 'V']	['D' 'P' 'V' 'O']
11	9	3	123	10	short	switch	2	0	0	2	[1.009723928893258, 2.6307200786434017]	['V' 'O' 'E' 'O']	['E' 'G' 'V' 'D']
11	9	4	45	20	short	maint	1	0	0	3	[1.021643319406898]	['D' 'O' 'V' 'E']	['P' 'E' 'G' 'O']
11	9	5	123	20	short	switch	2	0	0	2	[0.9827312197919227, 2.5837388383714264]	['V' 'O' 'E' 'O']	['E' 'G' 'V' 'D']
11	9	6	74	20	long	maint	1	0	0	3	[2.107413778979274]	['E' 'D' 'O' 'V']	['G' 'O' 'V' 'D']
11	9	7	60	20	long	maint	1	0	0	3	[0.5393380847054969]	['O' 'V' 'P' 'D']	['D' 'G' 'V' 'O']
11	9	8	51	10	short	maint	1	0	0	3	[2.1247808634390104]	['P' 'D' 'O' 'E']	['O' 'V' 'E' 'P']
11	9	9	1	10	short	maint	1	0	0	3	[0.6338740067174573]	['O' 'V' 'P' 'E']	['P' 'D' 'E' 'O']
11	9	10	14	10	short	maint	2	0	0	2	[0.9935446874744001, 1.9908003604489228]	['O' 'P' 'O' 'G']	['G' 'E' 'P' 'V']
11	9	11	113	20	long	switch	0	2	0	4	[]	['O' 'D' 'O' 'P']	['E' 'V' 'P' 'D']
11	9	12	7	20	short	maint	0	1	1	3	[2.473023674940608]	['D' 'G' 'O' 'E']	['O' 'E' 'P' 'V']
11	9	13	152	20	long	switch	2	0	0	2	[0.463029409355288, 2.1815106086671583]	['O' 'P' 'O' 'V']	['G' 'E' 'V' 'P']
11	9	14	153	20	long	switch	1	0	0	3	[2.3104530187597283]	['E' 'V' 'O' 'G']	['O' 'D' 'P' 'E']
11	9	15	86	20	short	switch	2	0	0	2	[0.938494306545425, 2.1326042434668633]	['G' 'O' 'E' 'O']	['E' 'G' 'P' 'D']
11	9	16	89	20	short	switch	2	0	0	2	[0.5984025559105433, 1.79619890226919]	['O' 'E' 'O' 'D']	['P' 'D' 'E' 'V']
11	9	17	1	20	short	maint	1	0	0	3	[0.9263291554026378]	['O' 'V' 'P' 'E']	['P' 'D' 'E' 'O']
11	9	18	117	20	long	switch	2	0	0	2	[0.6227328581961169, 2.1954780044236912]	['O' 'V' 'P' 'O']	['P' 'G' 'D' 'E']
11	9	19	26	20	long	maint	2	0	0	2	[0.9134676824772674, 2.076406979601868]	['G' 'O' 'D' 'O']	['E' 'D' 'P' 'G']
11	9	20	14	20	short	maint	1	1	1	2	[1.003457032850004, 1.836626525763906]	['O' 'P' 'O' 'G']	['G' 'E' 'P' 'V']
11	9	21	117	10	long	switch	2	0	0	2	[0.6412058654870156, 2.0815269927091014]	['O' 'V' 'P' 'O']	['P' 'G' 'D' 'E']
11	9	22	26	10	long	maint	2	0	0	2	[0.9997706234127959, 2.1446874743999347]	['G' 'O' 'D' 'O']	['E' 'D' 'P' 'G']
11	9	23	45	10	short	maint	1	0	0	3	[0.9956336528221512]	['D' 'O' 'V' 'E']	['P' 'E' 'G' 'O']
11	9	24	121	10	short	switch	1	0	0	3	[0.6608257557139345]	['O' 'E' 'P' 'V']	['D' 'P' 'V' 'O']
11	9	25	113	10	long	switch	2	0	0	2	[0.7853854345867126, 1.8153682313426724]	['O' 'D' 'O' 'P']	['E' 'V' 'P' 'D']
11	9	26	60	10	long	maint	1	0	1	2	[0.6106905873679036, 2.509191447530106]	['O' 'V' 'P' 'D']	['D' 'G' 'V' 'O']
11	9	27	152	10	long	switch	2	0	0	2	[0.7033013844515441, 2.2001474563774885]	['O' 'P' 'O' 'V']	['G' 'E' 'V' 'P']
11	9	28	86	10	short	switch	2	0	0	2	[1.063627426886213, 2.252945031539281]	['G' 'O' 'E' 'O']	['E' 'G' 'P' 'D']
11	9	29	89	10	short	switch	2	0	0	2	[0.8401490947816828, 1.856287376095683]	['O' 'E' 'O' 'D']	['P' 'D' 'E' 'V']
11	9	30	7	10	short	maint	1	0	0	3	[1.7483574997951994]	['D' 'G' 'O' 'E']	['O' 'E' 'P' 'V']
11	9	31	153	10	long	switch	1	0	0	3	[2.150258048660605]	['E' 'V' 'O' 'G']	['O' 'D' 'P' 'E']
12	0	0	159	10	long	switch	0	0	1	3	[0.8350700417793071]	['P' 'D' 'E' 'V']	['O' 'V' 'D' 'O']
12	0	1	67	10	long	maint	1	0	1	2	[1.19781273040059, 2.2368477103301387]	['G' 'P' 'O' 'E']	['V' 'O' 'G' 'D']
12	0	2	68	10	long	maint	1	0	0	3	[2.0363070369460146]	['E' 'V' 'O' 'G']	['V' 'O' 'D' 'P']
12	0	3	80	10	short	switch	2	0	0	2	[0.6049152125829442, 1.6986319324977472]	['O' 'E' 'O' 'P']	['D' 'P' 'G' 'V']
12	0	4	81	10	short	switch	2	0	0	2	[0.8424428606537235, 2.0983206357008273]	['O' 'D' 'E' 'O']	['G' 'V' 'P' 'D']
12	0	5	102	10	long	switch	2	0	0	2	[1.0063652002949128, 2.2062914721061686]	['D' 'O' 'V' 'O']	['V' 'E' 'G' 'D']
12	0	6	22	10	long	maint	1	0	1	2	[0.9503317768493487, 2.0963955107725076]	['E' 'O' 'V' 'G']	['D' 'P' 'G' 'O']
12	0	7	16	10	short	maint	1	1	1	2	[1.0780044236913247, 1.9087163103137543]	['O' 'P' 'O' 'E']	['E' 'D' 'V' 'P']
12	0	8	39	20	long	maint	0	0	1	3	[1.8991316457770133]	['V' 'D' 'G' 'E']	['O' 'G' 'O' 'D']
12	0	9	16	20	short	maint	2	0	0	2	[0.6714344228721227, 1.9065044646514298]	['O' 'P' 'O' 'E']	['E' 'D' 'V' 'P']
12	0	10	67	20	long	maint	1	0	0	3	[2.0668632751699847]	['G' 'P' 'O' 'E']	['V' 'O' 'G' 'D']
12	0	11	151	20	long	switch	1	0	0	3	[2.0304087818464818]	['E' 'D' 'O' 'P']	['V' 'O' 'D' 'G']
12	0	12	46	10	short	maint	2	0	0	2	[1.024633407061522, 2.2813713443106414]	['P' 'O' 'O' 'D']	['D' 'E' 'V' 'G']
12	0	13	151	10	long	switch	1	0	0	3	[2.0052183173588927]	['E' 'D' 'O' 'P']	['V' 'O' 'D' 'G']
12	0	14	93	10	short	switch	1	1	0	3	[1.7172687802080775]	['O' 'P' 'O' 'G']	['E' 'D' 'G' 'V']
12	0	15	39	10	long	maint	0	0	1	3	[1.81790775784386]	['V' 'D' 'G' 'E']	['O' 'G' 'O' 'D']
12	0	16	68	20	long	maint	1	0	0	3	[2.123593020398132]	['E' 'V' 'O' 'G']	['V' 'O' 'D' 'P']
12	0	17	31	20	long	maint	2	0	0	2	[0.6010240026214468, 1.651363971491767]	['O' 'G' 'O' 'V']	['G' 'P' 'E' 'D']
12	0	18	81	20	short	switch	1	1	1	2	[1.0503563529122637, 2.1519374129597773]	['O' 'D' 'E' 'O']	['G' 'V' 'P' 'D']
12	0	19	102	20	long	switch	2	0	0	2	[0.8913492258540181, 2.1984680920783157]	['D' 'O' 'V' 'O']	['V' 'E' 'G' 'D']
12	0	20	140	20	long	switch	1	0	0	3	[0.598484476120259]	['O' 'V' 'D' 'G']	['G' 'D' 'O' 'E']
12	0	21	124	20	short	switch	2	0	0	2	[1.3818464815269929, 2.2190300647169656]	['V' 'O' 'O' 'E']	['E' 'P' 'D' 'G']
12	0	22	22	20	long	maint	1	0	0	3	[1.0556402064389285]	['E' 'O' 'V' 'G']	['D' 'P' 'G' 'O']
12	0	23	93	20	short	switch	2	0	0	2	[0.6309658392725486, 1.645875317440813]	['O' 'P' 'O' 'G']	['E' 'D' 'G' 'V']
12	0	24	80	20	short	switch	2	0	0	2	[0.5855820430900305, 1.6194970099123456]	['O' 'E' 'O' 'P']	['D' 'P' 'G' 'V']
12	0	25	140	10	long	switch	1	0	0	3	[0.5551896452854921]	['O' 'V' 'D' 'G']	['G' 'D' 'O' 'E']
12	0	26	124	10	short	switch	1	1	0	3	[2.101269763250594]	['V' 'O' 'O' 'E']	['E' 'P' 'D' 'G']
12	0	27	49	10	short	maint	1	0	0	3	[2.2091996395510773]	['V' 'P' 'O' 'E']	['P' 'O' 'V' 'D']
